"";"X.SampleID";"Observed";"Chao1";"se.chao1";"ACE";"se.ACE";"Shannon";"Simpson";"InvSimpson";"Fisher";"PD";"SR";"X";"Date";"Individual_ID";"Source";"Species";"Sex";"DevStage";"Phase";"LakeOrigin";"Cage_ID";"is.neg";"Lake_transfer";"LakeOrigin2";"Lake_transfer2"
"1";"359";479;479;0;479;10,5999566706484;4,61397003556679;0,951249657617729;20,5126764476563;84,9823220464057;58,625946798;479;359;"27/07/2019";NA;"water";"Water";NA;NA;NA;"LostRay";NA;FALSE;NA;"LostRay";NA
"2";"360";85;85;0;85;4,15012402366058;3,93690309901758;0,967143106878554;30,4350139346339;22,8762020182424;18,745584847;85;360;"27/07/2019";NA;"water";"Water";NA;NA;NA;"LostRay";NA;FALSE;NA;"LostRay";NA
"3";"361";505;505;0;505;10,8271751981889;5,37599042853025;0,988560678286274;87,4177704784833;98,4716262049823;61,810223343;505;361;"27/07/2019";NA;"water";"Water";NA;NA;NA;"LostRay";NA;FALSE;NA;"LostRay";NA
"4";"383";151;151;0;151;5,68953960590418;3,63794250188151;0,927956300703187;13,8804643537264;23,9576971257114;20,129694265;151;383;"29/07/2019";NA;"water";"Water";NA;NA;NA;"Bat";NA;FALSE;NA;"Bat";NA
"5";"409";381;381;0;381;9,38167085499678;5,07754682147258;0,98695443895128;76,6544264570474;70,7531340053319;48,041004184;381;409;"29/07/2019";NA;"water";"Water";NA;NA;NA;"SpeckledTrout";NA;FALSE;NA;"SpeckledTrout";NA
"6";"384";217;217;0;217;7,28991475552747;3,42786465162223;0,899338396591067;9,93427450124699;33,6337301274478;30,120882697;217;384;"29/07/2019";NA;"water";"Water";NA;NA;NA;"Bat";NA;FALSE;NA;"Bat";NA
"7";"385";45;45;0;45;2,68328157299975;1,60151845206828;0,528804341091912;2,12226063864281;5,93148247459464;4,339611034;45;385;"29/07/2019";NA;"water";"Water";NA;NA;NA;"Bat";NA;FALSE;NA;"Bat";NA
"8";"407";246;246;0;246;7,37083904943548;4,18645680199408;0,96808287209301;31,3311399106494;37,8418584540944;31,563062449;246;407;"29/07/2019";NA;"water";"Water";NA;NA;NA;"SpeckledTrout";NA;FALSE;NA;"SpeckledTrout";NA
"9";"408";92;92;0;92;3,88279370512029;3,57801552247406;0,955634663359267;22,5401197357731;13,5186599877189;10,919291156;92;408;"29/07/2019";NA;"water";"Water";NA;NA;NA;"SpeckledTrout";NA;FALSE;NA;"SpeckledTrout";NA
